Date,AAPL,MSFT,GOOG,AMZN,DB
2013-09-11,60.886963,28.938194,445.19940199999996,299.640015,41.7505
2013-09-12,61.535281999999995,28.893998999999997,443.644531,298.859985,41.385674
2013-09-13,60.521156000000005,29.194519,441.662415,297.920013,41.314487
2013-09-16,58.597080000000005,28.991226,441.011658,296.059998,42.311089
2013-09-17,59.27401700000001,29.106125,440.19198600000004,304.170013,42.337784
2013-09-18,60.492518999999994,29.450836,448.741364,312.02999900000003,43.690315000000005
2013-09-19,61.484497,29.733681,446.29229699999996,312.059998,43.467857
2013-09-20,60.847912,28.982388,448.637054,316.339996,42.435665
2013-09-23,63.872025,28.938194,440.385712,311.48999,42.391171
2013-09-24,63.67154300000001,28.681865999999996,440.554626,314.130005,42.444561
2013-09-25,62.686062,28.7349,435.78067000000004,312.649994,41.439064
2013-09-26,63.296616,28.964708,436.24762000000004,318.119995,41.198811
2013-09-27,62.844891000000004,29.406640999999997,435.363373,316.01001,41.109829
2013-09-30,62.063781999999996,29.415483000000002,435.124939,312.640015,40.825081
2013-10-01,63.523125,29.680654999999998,440.63409400000006,320.950012,41.697109000000005
2013-10-02,63.731426,29.981167,441.125916,320.51001,41.937359
2013-10-03,62.930801,29.928139,435.21435499999995,314.76001,41.714909000000006
2013-10-04,62.88134,29.945812,433.356445,319.040009,41.972954
2013-10-07,63.4958,29.433165000000002,430.072784,310.02999900000003,41.189907
2013-10-08,62.609249,29.176840000000002,424.07678200000004,303.230011,40.682709
2013-10-09,63.34478000000001,29.229876,425.16470300000003,298.230011,40.958557
2013-10-10,63.74183299999999,29.839747999999997,431.314728,305.170013,42.578033000000005
2013-10-11,64.15451,30.166788,433.177612,310.890015,43.022949
2013-10-14,64.574989,30.449631,435.22427400000004,310.700012,43.352177000000005
2013-10-15,64.918671,30.484987,438.155212,306.399994,43.218708
2013-10-16,65.235016,30.617565000000003,446.11346399999996,310.48999,44.144123
2013-10-17,65.676331,30.865053000000003,441.523315,310.769989,44.740303000000004
2013-10-18,66.247795,30.900402000000003,502.43713399999996,328.929993,45.220806
2013-10-21,67.87116999999999,30.926914,498.408325,326.440002,44.597935
2013-10-22,67.6772,30.564528000000003,500.24636799999996,332.540009,44.855984
2013-10-23,68.339828,29.839747999999997,512.3724980000001,326.76001,44.064040999999996
2013-10-24,69.24458299999999,29.804392,509.46145599999994,332.209991,44.393271999999996
2013-10-25,68.470024,31.580988,504.31988499999994,363.390015,44.322086
2013-10-28,68.980301,31.439569,504.22052,358.160004,44.081837
2013-10-29,67.261932,31.395376000000002,514.771912,362.700012,44.126331
2013-10-30,68.33201600000001,31.413054,511.88070700000003,361.079987,43.387775
2013-10-31,68.045624,31.298151,511.960205,364.02999900000003,42.99625
2013-11-01,67.698029,31.404211,510.20162999999997,359.0,42.64922
2013-11-04,68.57285300000001,31.766609000000003,509.73962400000005,358.73999,42.257698
2013-11-05,68.403633,32.385323,507.45947300000006,358.890015,41.385674
2013-11-06,68.209824,33.74649,508.070496,356.179993,41.68821
2013-11-07,67.106003,33.145454,500.71832300000005,343.559998,41.189907
2013-11-08,68.16268199999999,33.392948,504.732208,350.309998,41.447956
2013-11-11,67.964958,33.225006,502.02978499999995,354.380005,41.430164000000005
2013-11-12,68.09066,33.021709,502.620941,349.52999900000003,41.029742999999996
2013-11-13,68.171844,33.728809000000005,512.899109,356.22000099999997,41.207703
2013-11-14,69.157845,33.605072,514.270142,367.399994,40.780590000000004
2013-11-15,68.74274399999999,33.445965,513.4405519999999,369.170013,40.753899
2013-11-18,67.909966,32.880302,512.442078,366.179993,40.78949
2013-11-19,68.030441,32.719994,509.28756699999997,364.940002,40.656017
2013-11-20,67.434647,33.022789,507.85189800000006,362.570007,40.19331
2013-11-21,68.238617,33.30777,513.693909,368.920013,40.486946
